input,target
generate apa: Doni melihat pertunjukan festival layang-layang di televisi.,Apa yang Doni lihat di televisi?
generate dimana: Doni melihat pertunjukan festival layang-layang di televisi.,Di mana Doni melihat pertunjukan festival layang-layang?
generate siapa: Doni ingin memiliki layang-layang kepala naga.,Siapa yang ingin memiliki layang-layang kepala naga?
generate apa: Doni ingin memiliki layang-layang kepala naga.,Apa yang Doni miliki?
generate siapa: Ayah berjanji nanti siang membantu Doni membuat layang-layang.,Siapa yang berjanji layang-layang nanti?
generate siapa: Mereka membeli kerangka batang bambu di pasar.,Siapa yang membeli kerangka batang bambu di pasar?
generate apa: Mereka membeli kerangka batang bambu di pasar.,Apa yang Mereka beli di pasar?
generate dimana: Mereka membeli kerangka batang bambu di pasar.,Di mana Mereka membeli kerangka batang bambu?
generate siapa: Ayah memotong bambu menjadi lingkaran.,Siapa yang memotong menjadi lingkaran?
generate siapa: Ayah merajut rangka menggunakan benang pancing.,Siapa yang merajut menggunakan benang pancing?
generate siapa: Ayah merakit kerangka badan naga yang beruas-ruas.,Siapa yang merakit kerangka badan naga yang beruas-ruas?
generate siapa: Doni menempelkan kertas layang warna merah.,Siapa yang menempelkan kertas layang warna merah?
generate siapa: Doni mengoleskan lem kayu agar merekat.,Siapa yang mengoleskan lem kayu?
generate siapa: Ayah memotong kertas emas untuk sisik dengan gunting.,Siapa yang memotong kertas emas untuk sisik dengan gunting?
generate apa: Ayah memotong kertas emas untuk sisik dengan gunting.,Apa yang Ayah potong untuk sisik dengan gunting?
generate siapa: Doni menempelkan sisik emas sepanjang badan dengan hati-hati.,Siapa yang menempelkan sisik emas sepanjang badan dengan hati-hati?
generate apa: Doni menempelkan sisik emas sepanjang badan dengan hati-hati.,Apa yang Doni tempelkan sepanjang badan dengan hati-hati?
generate siapa: Mereka membuat mata naga dengan plastik hitam.,Siapa yang membuat mata naga dengan plastik hitam?
generate apa: Mereka membuat mata naga dengan plastik hitam.,Apa yang Mereka buat dengan plastik hitam?
generate siapa: Ayah mengikat tali kama bagian kepala dengan kencang.,Siapa yang mengikat tali kama bagian kepala dengan kencang?
generate apa: Ayah mengikat tali kama bagian kepala dengan kencang.,Apa yang Ayah ikat dengan kencang?
generate apa: Layang-layang naga raksasa menghabiskan waktu dua hari.,Apa yang menghabiskan waktu dua hari?
generate apa: Layang-layang naga raksasa menghabiskan waktu dua hari.,Apa yang Layang-layang naga raksasa habiskan?
generate apa: Sore ini angin bertiup sangat kencang.,Apa yang angin sangat kencang?
generate siapa: Ayah membawa layang-layang ke lapangan rumput.,Siapa yang membawa layang-layang ke lapangan rumput?
generate apa: Ayah membawa layang-layang ke lapangan rumput.,Apa yang Ayah bawa ke lapangan rumput?
generate kemana: Ayah membawa layang-layang ke lapangan rumput.,Ke mana Ayah membawa layang-layang?
generate siapa: Ayah memegang ekor naga yang panjang.,Siapa yang memegang ekor naga yang panjang?
generate apa: Ayah memegang ekor naga yang panjang.,Apa yang Ayah pegang?
generate siapa: Doni berlari dengan cepat menarik gulungan benang yang tebal.,Siapa yang berlari menarik gulungan benang yang tebal dengan cepat?
generate apa: Doni berlari dengan cepat menarik gulungan benang yang tebal.,Apa yang Doni lari dengan cepat?
generate siapa: Angin mengangkat kepala naga ke udara.,Siapa yang mengangkat kepala naga ke udara?
generate apa: Angin mengangkat kepala naga ke udara.,Apa yang Angin angkat ke udara?
generate kemana: Angin mengangkat kepala naga ke udara.,Ke mana Angin mengangkat kepala naga?
generate siapa: Ayah melepaskan badan naga ke langit.,Siapa yang melepaskan badan naga ke langit?
generate apa: Ayah melepaskan badan naga ke langit.,Apa yang Ayah lepaskan ke langit?
generate kemana: Ayah melepaskan badan naga ke langit.,Ke mana Ayah melepaskan badan naga?
generate apa: Layang-layang naga meliuk-liuk gagah di angkasa.,Apa yang meliuk-liuk gagah di angkasa?
generate dimana: Layang-layang naga meliuk-liuk gagah di angkasa.,Di mana Layang-layang naga meliuk-liuk ?
generate apa: Bentuknya menyerupai naga asli yang sedang terbang.,Apa yang menyerupai naga asli yang sedang terbang?
generate apa: Bentuknya menyerupai naga asli yang sedang terbang.,Apa yang Bentuk nya serupai?
generate apa: Anak-anak di lapangan berkumpul mengagumi layang-layang besar Doni.,Apa yang berkumpul mengagumi layang-layang besar Doni di lapangan?
generate siapa: Anak-anak di lapangan berkumpul mengagumi layang-layang besar Doni.,Siapa yang Anak-anak kumpuli di lapangan?
generate dimana: Anak-anak di lapangan berkumpul mengagumi layang-layang besar Doni.,Di mana Anak-anak berkumpul mengagumi layang-layang besar Doni?
generate siapa: Doni memegang gulungan benang sangat erat.,Siapa yang memegang gulungan benang erat?
generate apa: Doni memegang gulungan benang sangat erat.,Apa yang Doni pegang?
generate apa: Ayah duduk tersenyum melihat kebahagiaan anak lelakinya.,Apa yang tersenyum melihat kebahagiaan anak lelaki nya?
generate apa: Ayah duduk tersenyum melihat kebahagiaan anak lelakinya.,Apa yang Ayah duduk senyum?
generate siapa: Nenek sering salah membaca tulisan koran.,Siapa yang salah membaca tulisan koran sering?
generate apa: Nenek sering salah membaca tulisan koran.,Apa yang Nenek salah sering?
generate apa: Mata nenek mulai kabur dimakan usia.,Apa yang kabur dimakan usia mulai?
generate apa: Mata nenek mulai kabur dimakan usia.,Apa yang Mata nenek kaburkan mulai?
generate siapa: Ayah mengajak nenek pergi ke optik.,Siapa yang mengajak pergi nenek ke optik?
generate apa: Ayah mengajak nenek pergi ke optik.,Apa yang Ayah ajaki ke optik?
generate kemana: Ayah mengajak nenek pergi ke optik.,Ke mana Ayah mengajak pergi nenek?
generate apa: Toko kacamata optik berada di pusat perbelanjaan.,Apa yang berada di pusat perbelanjaan?
generate dimana: Toko kacamata optik berada di pusat perbelanjaan.,Di mana Toko kacamata optik berada ?
generate apa: Petugas wanita optik menyambut nenek dengan sangat ramah.,Apa yang menyambut nenek?
generate apa: Petugas wanita optik menyambut nenek dengan sangat ramah.,Apa yang Petugas wanita optik sambut?
generate siapa: Petugas mempersilahkan nenek duduk di kursi periksa.,Siapa yang mempersilahkan nenek di kursi periksa?
generate apa: Petugas mempersilahkan nenek duduk di kursi periksa.,Apa yang Petugas persilahkan di kursi periksa?
generate dimana: Petugas mempersilahkan nenek duduk di kursi periksa.,Di mana Petugas mempersilahkan nenek?
generate apa: Nenek fokus menatap layar berisi deretan huruf.,Apa yang menatap berisi deretan huruf?
generate apa: Nenek fokus menatap layar berisi deretan huruf.,Apa yang Nenek fokus tatapi?
generate apa: Petugas cekatan memasangkan bingkai uji mata nenek.,Apa yang memasangkan bingkai uji mata nenek?
generate apa: Petugas cekatan memasangkan bingkai uji mata nenek.,Apa yang Petugas cekatan masangkan?
generate siapa: Petugas mengganti lensa tebal bergantian untuk di pasang.,Siapa yang mengganti di lensa tebal bergantian?
generate apa: Petugas mengganti lensa tebal bergantian untuk di pasang.,Apa yang Petugas ganti?
generate siapa: Nenek berhasil menemukan lensa paling terang.,Siapa yang berhasil menemukan lensa terang?
generate apa: Nenek berhasil menemukan lensa paling terang.,Apa yang Nenek berhasilkan?
generate apa: Petugas mencatat ukuran mata minus.,Apa yang mencatat ukuran mata minus?
generate apa: Petugas mencatat ukuran mata minus.,Apa yang Petugas catat?
generate siapa: Nenek memilih bingkai kacamata warna marun.,Siapa yang memilih bingkai kacamata warna marun?
generate apa: Nenek memilih bingkai kacamata warna marun.,Apa yang Nenek pilih?
generate apa: Petugas mesin merakit lensa kaca ke bingkai.,Apa yang merakit lensa kaca ke bingkai?
generate apa: Petugas mesin merakit lensa kaca ke bingkai.,Apa yang Petugas mesin rakit ke bingkai?
generate kemana: Petugas mesin merakit lensa kaca ke bingkai.,Ke mana Petugas mesin merakit lensa kaca?
generate apa: Proses waktu perakitan memakan waktu tiga puluh menit.,Apa yang memakan waktu tiga puluh menit?
generate siapa: Ayah membelikan minuman kopi hangat di kafe.,Siapa yang membelikan minuman kopi hangat di kafe?
generate apa: Ayah membelikan minuman kopi hangat di kafe.,Apa yang Ayah belikan di kafe?
generate dimana: Ayah membelikan minuman kopi hangat di kafe.,Di mana Ayah membelikan minuman kopi hangat?
generate apa: Petugas lap membersihkan kacamata memakai cairan khusus.,Apa yang membersihkan kacamata?
generate apa: Petugas lap membersihkan kacamata memakai cairan khusus.,Apa yang Petugas lap bersihkan?
generate siapa: Nenek memakai kacamata menatap di depan cermin.,Siapa yang memakai kacamata di depan cermin?
generate apa: Nenek memakai kacamata menatap di depan cermin.,Apa yang Nenek pakai di depan cermin?
generate dimana: Nenek memakai kacamata menatap di depan cermin.,Di mana Nenek memakai kacamata?
generate siapa: Nenek langsung bisa melihat wajah ayah dengan jelas.,Siapa yang bisa melihat wajah ayah langsung dengan jelas?
generate apa: Nenek langsung bisa melihat wajah ayah dengan jelas.,Apa yang Nenek lihat langsung dengan jelas?
generate siapa: Nenek membaca tulisan kecil di kemasan kopi.,Siapa yang membaca tulisan kecil di kemasan kopi?
generate apa: Nenek membaca tulisan kecil di kemasan kopi.,Apa yang Nenek baca di kemasan kopi?
generate dimana: Nenek membaca tulisan kecil di kemasan kopi.,Di mana Nenek membaca tulisan kecil?
generate siapa: Ayah membayar kacamata di kasir.,Siapa yang membayar kacamata di kasir?
generate apa: Ayah membayar kacamata di kasir.,Apa yang Ayah bayar di kasir?
generate dimana: Ayah membayar kacamata di kasir.,Di mana Ayah membayar kacamata?
generate siapa: Nenek sangat senang mendapat kacamata terang.,Siapa yang mendapat kacamata terang sangat senang?
generate apa: Nenek sangat senang mendapat kacamata terang.,Apa yang Nenek dapat sangat senang?
generate siapa: Nenek bisa kembali membaca koran di pagi hari.,Siapa yang bisa kembali membaca koran di pagi hari?
generate apa: Nenek bisa kembali membaca koran di pagi hari.,Apa yang Nenek kembali di pagi hari?
generate kapan: Nenek bisa kembali membaca koran di pagi hari.,Kapan Nenek bisa kembali membaca koran?
generate dimana: Nenek bisa kembali membaca koran di pagi hari.,Di mana Nenek bisa kembali membaca koran?
generate siapa: Paman membelikan hadiah besar untuk Tari.,Siapa yang membelikan hadiah besar untuk Tari?
generate apa: Paman membelikan hadiah besar untuk Tari.,Apa yang Paman belikan untuk Tari?
generate apa: Hadiah kardus itu berisi sepasang sepatu roda.,Apa yang berisi sepasang sepatu roda?
generate apa: Hadiah kardus itu berisi sepasang sepatu roda.,Apa yang Hadiah kardus itu isi?
generate apa: Sepatu roda memiliki empat roda karet.,Apa yang memiliki empat roda karet?
generate apa: Sepatu roda memiliki empat roda karet.,Apa yang Sepatu roda miliki?
generate siapa: Tari segera memakai pelindung lutut dan siku.,Siapa yang memakai pelindung lutut segera?
generate apa: Tari segera memakai pelindung lutut dan siku.,Apa yang Tari pakai segera?
generate siapa: Tari juga memakai helm sepeda biru untuk melindungi kepalanya.,Siapa yang memakai melindungi kepala nya juga?
generate apa: Tari juga memakai helm sepeda biru untuk melindungi kepalanya.,Apa yang Tari pakai juga?
generate siapa: Tari mencoba memakai sepatu di ruang tamu.,Siapa yang memakai sepatu mencoba di ruang tamu?
generate apa: Tari mencoba memakai sepatu di ruang tamu.,Apa yang Tari pakai mencoba di ruang tamu?
generate dimana: Tari mencoba memakai sepatu di ruang tamu.,Di mana Tari memakai sepatu?
generate siapa: Tari berdiri memegang bantalan pinggiran sofa.,Siapa yang berdiri memegang bantalan pinggiran sofa?
generate siapa: Tari jatuh ke karpet tebal di dekat sofa.,Siapa yang jatuh ke karpet tebal di dekat sofa?
generate kemana: Tari jatuh ke karpet tebal di dekat sofa.,Ke mana Tari jatuh ?
generate apa: Ayah cepat datang membimbing Tari keluar garasi.,Apa yang datang membimbing garasi?
generate apa: Lantai semen garasi memiliki permukaan sangat rata.,Apa yang Lantai semen garasi miliki?
generate siapa: Ayah memegang erat kedua belah tangan Tari.,Siapa yang memegang kedua belah tangan Tari erat?
generate siapa: Ayah memegang erat kedua belah tangan Tari.,Siapa yang Ayah pegang erat?
generate siapa: Tari menggerakkan kaki kanannya ke arah serong luar.,Siapa yang menggerakkan kaki kanan nya ke arah serong luar?
generate apa: Tari menggerakkan kaki kanannya ke arah serong luar.,Apa yang Tari gerakkan ke arah serong luar?
generate kemana: Tari menggerakkan kaki kanannya ke arah serong luar.,Ke mana Tari menggerakkan kaki kanan nya?
generate apa: Tari bergantian mengayunkan kaki kirinya ke belakang.,Apa yang mengayunkan kaki kiri nya ke belakang?
generate apa: Tari bergantian mengayunkan kaki kirinya ke belakang.,Apa yang Tari bergantian ayunkan ke belakang?
generate kemana: Tari bergantian mengayunkan kaki kirinya ke belakang.,Ke mana Tari bergantian mengayunkan kaki kiri nya?
generate siapa: Tari meluncur sangat pelan serta hati-hati.,Siapa yang meluncur sangat pelan serta hati-hati?
generate siapa: Ayah perlahan melepaskan pegangan lengannya daro tari.,Siapa yang melepaskan pegangan lengan nya daro tari perlahan?
generate siapa: Tari berhasil meluncur sampai jarak dua meter.,Siapa yang berhasil meluncur sampai jarak dua meter?
generate apa: Tari tekun berlatih menjaga titik keseimbangan tubuhnya.,Apa yang berlatih menjaga titik keseimbangan tubuh nya?
generate apa: Tari tekun berlatih menjaga titik keseimbangan tubuhnya.,Apa yang Tari tekun latih?
generate siapa: Tari memutar badannya di ujung garasi.,Siapa yang memutar badan nya di ujung garasi?
generate apa: Tari memutar badannya di ujung garasi.,Apa yang Tari putar di ujung garasi?
generate dimana: Tari memutar badannya di ujung garasi.,Di mana Tari memutar badan nya?
generate apa: Keringat bercucuran membasahi wajah lelah tari.,Apa yang membasahi wajah lelah tari?
generate siapa: Ibu membawakan segelas jus jeruk dingin yang manis.,Siapa yang membawakan segelas jus jeruk dingin yang manis?
generate apa: Ibu membawakan segelas jus jeruk dingin yang manis.,Apa yang Ibu bawakan?
generate siapa: Tari beristirahat meminum jus segar.,Siapa yang beristirahat meminum jus segar?
generate apa: Tari beristirahat meminum jus segar.,Apa yang Tari istirahat?
generate siapa: Tari berjanji akan giat berlatih besok dengan lebih semangat.,Siapa yang berjanji besok?
generate apa: Tari berjanji akan giat berlatih besok dengan lebih semangat.,Apa yang Tari janji?
generate siapa: Siti selalu memiliki payung lipat warna kuning.,Siapa yang memiliki payung lipat warna kuning selalu?
generate apa: Payung lucu tersebut bergambar paruh bebek kecil.,Apa yang bergambar paruh bebek kecil?
generate apa: Payung lucu tersebut bergambar paruh bebek kecil.,Apa yang Payung lucu tersebut gambar?
generate siapa: Siti selalu membawa payungnya di tas ransel.,Siapa yang membawa payung nya selalu di tas ransel?
generate apa: Siti selalu membawa payungnya di tas ransel.,Apa yang Siti bawa selalu di tas ransel?
generate dimana: Siti selalu membawa payungnya di tas ransel.,Di mana Siti membawa payung nya?
generate apa: Banyak anak berteduh di depan teras kelas.,Apa yang berteduh di depan teras kelas?
generate dimana: Banyak anak berteduh di depan teras kelas.,Di mana Banyak anak berteduh ?
generate siapa: Siti mengeluarkan payung kuning dari ranselnya.,Siapa yang mengeluarkan payung kuning dari ransel nya?
generate apa: Siti mengeluarkan payung kuning dari ranselnya.,Apa yang Siti keluarkan dari ransel nya?
generate darimana: Siti mengeluarkan payung kuning dari ranselnya.,Dari mana Siti mengeluarkan payung kuning?
generate siapa: Siti menekan tombol tuas gagang paying dengan jempolnya.,Siapa yang menekan tombol tuas gagang paying dengan jempol?
generate apa: Siti menekan tombol tuas gagang paying dengan jempolnya.,Apa yang Siti tekan dengan jempol?
generate apa: Payung kuning terbuka dengan suara nyaring.,Apa yang terbuka dengan suara nyaring?
generate siapa: Siti melangkah masuk ke rintik hujan deras.,Siapa yang melangkah masuk ke rintik hujan deras?
generate kemana: Siti melangkah masuk ke rintik hujan deras.,Ke mana Siti melangkah masuk ?
generate apa: Payung kuning melindungi pakaian Siti dari basah.,Apa yang melindungi pakaian Siti?
generate siapa: Payung kuning melindungi pakaian Siti dari basah.,Siapa yang Payung kuning lindungi?
generate siapa: Siti melihat temannya berlari menembus hujan.,Siapa yang melihat hujan?
generate apa: Siti melihat temannya berlari menembus hujan.,Apa yang Siti lihat?
generate apa: Teman kelas Siti bernama Rani lupa membawa payung.,Apa yang lupa membawa payung?
generate apa: Teman kelas Siti bernama Rani lupa membawa payung.,Apa yang Teman kelas Siti bernama Rani lupa?
generate siapa: Siti memanggil nama Rani dengan sangat keras.,Siapa yang memanggil nama Rani?
generate siapa: Siti memanggil nama Rani dengan sangat keras.,Siapa yang Siti panggil?
generate siapa: Siti mengajak Rani berlindung di bawah payungnya.,Siapa yang mengajak berlindung Rani di bawah payung?
generate siapa: Siti mengajak Rani berlindung di bawah payungnya.,Siapa yang Siti ajak di bawah payung?
generate dimana: Siti mengajak Rani berlindung di bawah payungnya.,Di mana Siti mengajak berlindung Rani?
generate siapa: Rani segera mendekat ke bahu sebelah Siti.,Siapa yang mendekat segera ke bahu sebelah siti?
generate kemana: Rani segera mendekat ke bahu sebelah Siti.,Ke mana Rani mendekat ?
generate apa: Payung kuning cukup menutupi mereka berdua.,Apa yang menutupi mereka berdua cukup?
generate apa: Payung kuning cukup menutupi mereka berdua.,Apa yang Payung kuning tutupi cukup?
generate siapa: Mereka tapak berjalan bersama menuju jalan raya.,Siapa yang tapak berjalan bersama menuju jalan raya?
generate siapa: Ayah Rani datang menjemput dengan mobil putih.,Siapa yang datang menjemput dengan mobil putih?
generate apa: Mobil ayah berhenti di pinggir aspal jalan.,Apa yang berhenti di pinggir aspal jalan?
generate dimana: Mobil ayah berhenti di pinggir aspal jalan.,Di mana Mobil ayah berhenti ?
generate siapa: Rani mengucapkan terima kasih kepada Siti.,Siapa yang mengucapkan terima kasih kepada siti?
generate apa: Rani mengucapkan terima kasih kepada Siti.,Apa yang Rani ucapkan kepada siti?
generate siapa: Rani masuk ke bangku di dalam mobil.,Siapa yang masuk ke bangku di dalam mobil?
generate kemana: Rani masuk ke bangku di dalam mobil.,Ke mana Rani masuk ?
generate siapa: Siti melanjutkan perjalanan pulang ke rumah.,Siapa yang melanjutkan perjalanan ke rumah?
generate apa: Siti melanjutkan perjalanan pulang ke rumah.,Apa yang Siti lanjutkan ke rumah?
generate kemana: Siti melanjutkan perjalanan pulang ke rumah.,Ke mana Siti melanjutkan perjalanan?
generate apa: Payung kuning sangat berguna di musim penghujan.,Apa yang berguna sangat di musim penghujan?
generate dimana: Payung kuning sangat berguna di musim penghujan.,Di mana Payung kuning berguna ?
generate apa: Bagas dan temannya bermain peran lakon bajak laut.,Apa yang bermain peran lakon bajak laut?
generate apa: Bagas dan temannya bermain peran lakon bajak laut.,Apa yang Bagas dan teman nya main?
generate siapa: Bagas membuat topi kapten dari koran bekas.,Siapa yang membuat topi kapten dari koran bekas?
generate apa: Bagas membuat topi kapten dari koran bekas.,Apa yang Bagas buat dari koran bekas?
generate darimana: Bagas membuat topi kapten dari koran bekas.,Dari mana Bagas membuat topi kapten?
generate siapa: Kakak iseng menyembunyikan kotak kue di halaman belakang.,Siapa yang iseng menyembunyikan kotak kue di halaman belakang?
generate apa: Kakak iseng menyembunyikan kotak kue di halaman belakang.,Apa yang Kakak isengkan di halaman belakang?
generate dimana: Kakak iseng menyembunyikan kotak kue di halaman belakang.,Di mana Kakak iseng menyembunyikan kotak kue?
generate siapa: Kakak menggambar peta denah harta karun.,Siapa yang menggambar peta denah harta karun?
generate apa: Kakak menggambar peta denah harta karun.,Apa yang Kakak gambar?
generate apa: Peta kertas itu memiliki gambar pohon batu.,Apa yang memiliki gambar pohon batu?
generate apa: Peta kertas itu memiliki gambar pohon batu.,Apa yang Peta kertas itu miliki?
generate apa: Garis titik putus-putus menunjukkan arah rute langkah.,Apa yang menunjukkan arah rute lang?
generate apa: Garis titik putus-putus menunjukkan arah rute langkah.,Apa yang Garis titik putus-putus tunjukkan?
generate siapa: Bagas memegang erat peta gulung harta karun.,Siapa yang memegang peta gulung harta karun erat?
generate apa: Bagas memegang erat peta gulung harta karun.,Apa yang Bagas pegang erat?
generate apa: Teman-teman riuh mengikuti Bagas berbaris di belakang.,Apa yang mengikuti berbaris Bagas di belakang?
generate siapa: Teman-teman riuh mengikuti Bagas berbaris di belakang.,Siapa yang Teman-teman riuh ikut di belakang?
generate dimana: Teman-teman riuh mengikuti Bagas berbaris di belakang.,Di mana Teman-teman riuh mengikuti berbaris Bagas?
generate apa: Petunjuk arah pertama mengarah ke pangkal pohon mangga.,Apa yang mengarah ke pangkal pohon mangga?
generate kemana: Petunjuk arah pertama mengarah ke pangkal pohon mangga.,Ke mana Petunjuk arah pertama mengarah ?
generate siapa: Bagas berjalan lima langkah dari mangga.,Siapa yang berjalan lima langkah dari mangga?
generate apa: Bagas berjalan lima langkah dari mangga.,Apa yang Bagas jalan dari mangga?
generate darimana: Bagas berjalan lima langkah dari mangga.,Dari mana Bagas berjalan lima langkah?
generate siapa: Mereka melihat batu besar di pinggir pagar.,Siapa yang melihat batu besar di pinggir pagar?
generate apa: Mereka melihat batu besar di pinggir pagar.,Apa yang Mereka lihat di pinggir pagar?
generate dimana: Mereka melihat batu besar di pinggir pagar.,Di mana Mereka melihat batu besar?
generate apa: Petunjuk kedua menyuruh tim belok kanan.,Apa yang menyuruh tim belok kanan?
generate apa: Petunjuk kedua menyuruh tim belok kanan.,Apa yang Petunjuk kedua suruh?
generate siapa: Mereka menyusuri pagar kayu tiga langkah.,Siapa yang menyusuri pagar kayu tiga lang?
generate siapa: Peta menunjukkan tanda silang di pot tanaman.,Siapa yang menunjukkan tanda di pot tanaman?
generate apa: Peta menunjukkan tanda silang di pot tanaman.,Apa yang Peta tunjukkan di pot tanaman?
generate dimana: Peta menunjukkan tanda silang di pot tanaman.,Di mana Peta menunjukkan tanda?
generate siapa: Bagas menggali tanah yang gembur pakai sekop.,Siapa yang menggali tanah yang gembur pakai sekop?
generate apa: Sekop besi Bagas membentur tutup kotak kaleng.,Apa yang membentur tutup kotak kaleng?
generate apa: Sekop besi Bagas membentur tutup kotak kaleng.,Apa yang Sekop besi Bagas bentur?
generate siapa: Bagas menarik kotak kaleng dari dalam tanah.,Siapa yang menarik kotak kaleng dari dalam tanah?
generate apa: Bagas menarik kotak kaleng dari dalam tanah.,Apa yang Bagas menarik dari dalam tanah?
generate darimana: Bagas menarik kotak kaleng dari dalam tanah.,Dari mana Bagas menarik kotak kaleng?
generate apa: Kotak kaleng berisi ratusan koin cokelat.,Apa yang berisi ratusan koin cokelat?
generate apa: Kotak kaleng berisi ratusan koin cokelat.,Apa yang Kotak kaleng isi?
generate apa: Koin cokelat itu berupa permen yang manis.,Apa yang berupa permen yang manis?
generate apa: Koin cokelat itu berupa permen yang manis.,Apa yang Koin cokelat itu rupa?
generate siapa: Mereka berteriak gembira menemukan isi harta karun.,Siapa yang berteriak menemukan isi harta karun gembira?
generate apa: Mereka berteriak gembira menemukan isi harta karun.,Apa yang Mereka teriakkan gembira?
generate siapa: Bagas membagikan koin permen kepada semua teman.,Siapa yang membagikan koin permen kepada semua teman?
generate apa: Bagas membagikan koin permen kepada semua teman.,Apa yang Bagas bagikan kepada semua teman?
generate siapa: Mereka duduk melingkar memakan permen cokelat.,Siapa yang duduk melingkar memakan permen cokelat?
generate apa: Mereka duduk melingkar memakan permen cokelat.,Apa yang Mereka dudukkan?
generate apa: Permainan mencari harta karun sangat mendebarkan.,Apa yang mencari harta karun sangat mendebarkan?
generate apa: Permainan mencari harta karun sangat mendebarkan.,Apa yang Permainan cari sangat mendebarkan?
generate siapa: Dito membeli mainan rakit kapal selam.,Siapa yang membeli mainan rakit kapal selam?
generate apa: Dito membeli mainan rakit kapal selam.,Apa yang Dito beli?
generate apa: Mainan kuning ini memiliki baling-baling putar di belakang.,Apa yang memiliki baling-baling putar di belakang?
generate apa: Mainan kuning ini memiliki baling-baling putar di belakang.,Apa yang Mainan kuning ini miliki di belakang?
generate dimana: Mainan kuning ini memiliki baling-baling putar di belakang.,Di mana Mainan kuning ini memiliki baling-baling putar?
generate siapa: Dito mengisi ember air hingga penuh.,Siapa yang mengisi ember air penuh?
generate apa: Dito mengisi ember air hingga penuh.,Apa yang Dito isi penuh?
generate siapa: Dito meletakkan kapal selam ke atas permukaan air.,Siapa yang meletakkan kapal selam ke atas permukaan air?
generate apa: Dito meletakkan kapal selam ke atas permukaan air.,Apa yang Dito letakkan ke atas permukaan air?
generate kemana: Dito meletakkan kapal selam ke atas permukaan air.,Ke mana Dito meletakkan kapal selam?
generate apa: Kapal selam mengapung stabil di air tenang.,Apa yang mengapung stabil di air tenang?
generate dimana: Kapal selam mengapung stabil di air tenang.,Di mana Kapal selam mengapung ?
generate apa: Buku petunjuk meminta Dito untuk memutar pegas.,Apa yang meminta memutar pegas?
generate apa: Buku petunjuk meminta Dito untuk memutar pegas.,Apa yang Buku petunjuk pinta?
generate siapa: Dito memutar kunci pegas lima kali.,Siapa yang memutar kunci pegas lima kali?
generate apa: Tangan dito melepaskan kapal selam ke dalam ember.,Apa yang melepaskan kapal selam ke dalam ember?
generate apa: Tangan dito melepaskan kapal selam ke dalam ember.,Apa yang Tangan dito lepaskan ke dalam ember?
generate kemana: Tangan dito melepaskan kapal selam ke dalam ember.,Ke mana Tangan dito melepaskan kapal selam?
generate apa: Baling-baling belakang berputar sangat cepat.,Apa yang berputar sangat cepat?
generate apa: Kapal selam bergerak membelah muka air.,Apa yang bergerak membelah muka air?
generate apa: Kapal selam bergerak membelah muka air.,Apa yang Kapal selam gerak?
generate apa: Kapal memiliki dua lubang celah lambung.,Apa yang memiliki dua lubang celah lambung?
generate apa: Kapal memiliki dua lubang celah lambung.,Apa yang Kapal miliki?
generate apa: Air masuk lambung melalui saluran lubang.,Apa yang masuk lambung melalui saluran lubang?
generate apa: Air masuk lambung melalui saluran lubang.,Apa yang Air masuk melalui saluran lubang?
generate apa: Berat kapal selam bertambah isi air.,Apa yang bertambah isi air?
generate apa: Berat kapal selam bertambah isi air.,Apa yang Berat kapal selam tambah?
generate apa: Kapal selam tenggelam turun dasar ember.,Apa yang tenggelam turun dasar ember?
generate apa: Kapal selam tenggelam turun dasar ember.,Apa yang Kapal selam tenggelam?
generate apa: Kapal selam terus menabrak dinding dasar.,Apa yang menabrak dinding dasar terus?
generate apa: Kapal selam terus menabrak dinding dasar.,Apa yang Kapal selam tabrak terus?
generate apa: Gelembung nafas udara keluar dari celah cerobong mainan.,Apa yang keluar dari celah cerobong mainan?
generate darimana: Gelembung nafas udara keluar dari celah cerobong mainan.,Dari mana Gelembung nafas udara keluar ?
generate siapa: Dito melihat laju kapalnya sisi ember.,Siapa yang melihat laju kapal nya sisi ember?
generate apa: Dito melihat laju kapalnya sisi ember.,Apa yang Dito lihat?
generate apa: Gerakan baling-baling perlahan mulai melemah.,Apa yang mulai melemah perlahan?
generate apa: Kapal selam berhenti di tengah dasar ember.,Apa yang berhenti di tengah dasar ember?
generate dimana: Kapal selam berhenti di tengah dasar ember.,Di mana Kapal selam berhenti ?
generate siapa: Dito mengangkat kapal mainan basah itu.,Siapa yang mengangkat kapal mainan basah itu?
generate apa: Dito mengangkat kapal mainan basah itu.,Apa yang Dito angkat?
generate siapa: Dito mengosongkan air di lubang pembuangan.,Siapa yang mengosongkan air di lubang pembuangan?
generate apa: Dito mengosongkan air di lubang pembuangan.,Apa yang Dito osongkan di lubang pembuangan?
generate dimana: Dito mengosongkan air di lubang pembuangan.,Di mana Dito mengosongkan air?
generate siapa: Dito menyukai percobaan ilmu sains mainan.,Siapa yang menyukai percobaan ilmu sains mainan?
generate apa: Dito menyukai percobaan ilmu sains mainan.,Apa yang Dito sukai?
generate siapa: Raka berbaring di kamar redup.,Siapa yang berbaring di kamar redup?
generate dimana: Raka berbaring di kamar redup.,Di mana Raka berbaring ?
generate siapa: Raka memejamkan mata membayangkan luar angkasa.,Siapa yang memejamkan membayangkan mata luar angkasa?
generate apa: Raka memejamkan mata membayangkan luar angkasa.,Apa yang Raka pejamkan luar angkasa?
